Title	Year	Length	Rating	Action/Animation/Comedy/Drama/Documentary/Romance
Surprise Party	1983	100	NR	001100
Surprise!	1995	6	NR	000100
Surrender	1950	90	NR	000101
Surrender	1987	105	NR	001000
Surrender	2000	94	R	000101
Surrender	2003	75	NR	000100
Surrender - Hell!	1959	85	NR	000000
Surrender Dorothy	1998	90	NR	000100
Surrender in Paradise	1984	87	NR	000000
Surrogate, The	1984	100	NR	000000
Surveiller les tortues	1998	20	NR	000000
Survenant, Le	2005	138	NR	000100
Survival Game	1987	87	NR	100000
Survival Island	1996	40	NR	000010
Survival Quest	1989	96	NR	000000
Survival Run	1980	89	NR	100100
Survival Under Atomic Attack	1951	9	NR	000010
Survival Zone	1983	90	NR	100100
Survivalist, The	1987	93	NR	100100
Survive Style 5+	2004	120	NR	001100
Survivin' the Island	2002	5	NR	001000
Surviving Christmas	2004	91	PG-13	001000
Surviving Desire	1991	60	NR	001100
Surviving Paradise	2000	90	NR	000100
Surviving Picasso	1996	125	R	000101
Surviving the Game	1994	96	NR	100100
Survivor	1987	92	NR	100000
Survivor, The	1981	99	NR	000100
Survivor: Los Angeles the Ultimate Parody	2001	36	NR	001000
Survivors Exposed	2001	93	R	001000
Survivors, The	1983	102	NR	001000
Sus demonios	2003	10	NR	000000
Sus ojos se cerraron y el mundo sigue andando	1997	93	NR	000101
Susan Brinkui arirang	1991	118	NR	000100
Susan Lenox (Her Fall and Rise)	1931	76	NR	000101
Susan Slade	1961	116	NR	000100
Susan Slept Here	1954	98	NR	001000
Susan and God	1940	117	NR	001100
Susan's Plan	1998	89	R	001000
Susana	1951	86	NR	000100
Susanna	1996	93	NR	000000
Susanna Pass	1949	67	NR	000000
Susanna tutta panna	1958	80	NR	001000
Susannah of the Mounties	1939	78	NR	000100
Susanne, die Wirtin von der Lahn	1967	92	NR	001000
Susie the Little Blue Coupe	1952	8	NR	011000
Susie's Affairs	1934	18	NR	001000
Suspect	1960	81	NR	000100
Suspect	1987	121	NR	000100
Suspect Zero	2004	99	R	000100
Suspect, The	1944	85	NR	000100
Suspects, Les	1974	90	NR	000100
Suspeita, A	2000	25	NR	010000
Suspended Animation	2001	114	NR	000000
Suspense	1913	10	NR	000100
Suspense	1946	101	NR	000101
Suspension of Disbelief	2002	21	NR	100010
Suspicion	1941	101	NR	000000
Suspicions	1995	83	NR	000000
Suspicious Agenda	1994	97	NR	100000
Suspicious River	2000	92	R	000100
Suspiria	1977	95	NR	000000
Sussi	1987	100	NR	000000
Sussie	1945	95	NR	001000
Sussurro nel buio, Un	1976	100	NR	000100
Sustitutos, Los	2003	15	NR	100000
Susuz yaz	1964	90	NR	000100
Sutalk	1990	109	NR	000101
Sutjeska	1973	117	NR	000100
Sutter's Gold	1936	94	NR	000000
Suture	1993	96	NR	000000
Suvi	1976	81	NR	001100
Suxxess	2002	103	NR	000100
Suzaki paradise: Akashingo	1956	81	NR	000100
Suzanne	1980	103	NR	000000
Suzanne	1996	130	NR	000100
Suzanne Farrell: Elusive Muse	1996	90	NR	000010
Suzanne og Leonard	1984	94	NR	000101
Suzhou he	2000	83	NR	000100
Suzie Gold	2004	94	NR	001101
Suzie Superstar	1982	80	NR	000000
Suzie Superstar II	1985	92	NR	000000
Suzie Washington	1998	89	NR	000000
Suzy	1936	93	NR	000100
Svadba	1944	64	NR	001000
Svadba	2000	114	NR	001100
Svadba v Malinovke	1967	95	NR	001000
Svampe	1990	79	NR	000000
Svar med foto	1999	93	NR	000000
Svart Lucia	1992	114	NR	000000
Svart fredag	1997	24	NR	100000
Svart gryning	1987	96	NR	000100
Svarta filmen, Den	1995	20	NR	001100
Svarte pantere	1992	85	NR	100100
Svartere enn natten	1979	92	NR	000100
Svastica nel ventre, La	1977	85	NR	000100
Svatba jako remen	1967	94	NR	000000
Svatbite na Yoan Asen	1975	161	NR	000100
Svegliati e uccidi	1966	102	NR	000000
Svemirci su krivi za sve	1991	86	NR	001000
Sven Klangs kvintett	1976	114	NR	000100
Sven Tuuva	1958	141	NR	000000
Svengali	1931	81	NR	000100
Svengali	1954	82	NR	000101
Svenska bilder	1964	106	NR	001000
Svensson Svensson - filmen	1997	81	NR	001000
Svetlaya lichnost	1988	82	NR	001000
Sveto mesto	1990	90	NR	000100
Svezia, inferno e paradiso	1968	90	NR	000010
Svidd neger	2003	87	NR	001101
Svitati	1999	85	R	001000
Svitjod 2000+	2001	11	NR	000010
Svjedoci	2003	90	NR	000100
Svoga tela gospodar	1957	109	NR	000100
Svoi	2004	111	NR	100100
Svoy sredi chuzhikh, chuzhoy sredi svoikh	1974	90	NR	100000
Swades	2004	210	NR	000100
Swaham	1994	141	NR	000100
Swallow the Leader	1949	7	NR	011000
Swallows and Amazons	1974	92	NR	000000
Swallowtail	1996	146	NR	000100
Swami	1977	129	NR	000100
Swamp Country	1966	93	NR	000100
Swamp Fire	1946	69	NR	000000
Swamp Girl	1971	78	NR	000100
Swamp Thing	1982	91	NR	000000
Swamp Water	1941	88	NR	000100
Swamp Woman	1941	68	NR	000100
Swamp Women	1955	67	NR	000000
Swamp!	1999	80	NR	001000
Swan Lake	1978	69	NR	010001
Swan Princess II, The	1997	71	NR	010000
Swan Princess, The	1994	90	NR	011001
Swan Princess: The Mystery of the Enchanted Kingdom, The	1998	71	NR	010000
Swan Song	1992	23	NR	000000
Swan, The	1925	65	NR	000000
Swan, The	1956	104	NR	001101
Swanee River	1939	84	NR	000100
Swann	1996	95	NR	000100
Swap	1990	86	NR	000000
Swap	2004	63	NR	101000
Swap Meet	1979	85	NR	001000
Swap and How They Make It, The	1966	101	NR	000100
Swapner Din	2004	89	NR	000100
Swapped	2001	10	NR	001000
Swaraaj	2002	90	NR	000000
Swarm, The	1978	156	NR	100000
Swashbuckler	1976	101	NR	000000
Swastika	1973	113	NR	000010
Swat the Fly	1935	6	NR	010000
Swearing	1999	1	NR	010000
Sweatbox, The	2002	86	PG-13	000010
Sweater Girl	1942	77	NR	001000
Sweater Girls	1978	84	NR	001000
Sweater, The	1980	10	NR	011000
Swedenhielms	1935	88	NR	001100
Swedish Erotica 56	1985	60	NR	000000
Swedish Erotica 57	1985	60	NR	000000
Swedish Sorority Girls	1977	90	NR	000001
Sweeney 2	1978	104	NR	100100
Sweeney Todd: The Demon Barber of Fleet Street	1936	76	NR	000000
Sweeney!	1977	89	NR	100100
Sweeper, The	1995	90	NR	100100
Sweepers	1999	93	R	100000
Sweepings	1933	80	NR	000100
Sweepstakes Winner	1939	59	NR	001000
Sweet	2001	10	NR	001001
Sweet 16	1983	90	NR	000000
Sweet Adeline	1934	87	NR	000001
Sweet Alice	1983	75	NR	000100
Sweet Angel Mine	1996	88	NR	000000
Sweet Bird of Youth	1962	120	NR	000100
Sweet Cakes	1976	80	NR	000000
Sweet Charity	1969	154	NR	001101
Sweet Country	1987	150	NR	000100
Sweet Creek County War, The	1979	99	NR	000000
Sweet Devil	1938	71	NR	001001
Sweet Dreams	1985	115	NR	000100
Sweet Dreams	2000	24	NR	000100
Sweet Hearts Dance	1988	101	NR	000100
Sweet Hereafter, The	1997	112	R	000100
Sweet Hideaway	2003	96	NR	001000
Sweet Home Alabama	2002	108	PG-13	001101
Sweet Jane	1998	83	NR	000100
Sweet Jesus Preacher Man	1973	99	NR	100100
Sweet Justice	1992	90	NR	100000
Sweet Kill	1973	85	NR	000000
Sweet Killing	1993	87	NR	000000
Sweet Liberty	1986	106	NR	001000
Sweet Lies	1988	93	NR	001001
Sweet Little Things	1985	111	NR	000000
Sweet Lorraine	1987	91	NR	000100
Sweet Love, Bitter	1967	92	NR	000100
Sweet Movie	1974	95	NR	001100
Sweet Murder	1990	101	NR	000000
Sweet Nightmare	1998	96	NR	001001
Sweet Nothing	1996	89	R	000100
Sweet November	1968	114	NR	000100
Sweet November	2001	115	PG-13	001101
Sweet Revenge	1976	90	NR	001100
Sweet Revenge	1987	78	NR	100000
Sweet Revenge	1990	89	NR	001000
Sweet Ride, The	1968	110	NR	000100
Sweet Rosie O'Grady	1943	74	NR	000000
Sweet Savage	1979	76	NR	000000
Sweet Savior	1971	92	NR	000100
Sweet Sickness, A	1968	65	NR	000100
Sweet Smell of Sex	1965	70	NR	000100
Sweet Smell of Success	1957	96	NR	000100
Sweet Substitute	1964	81	NR	000100
Sweet Sugar	1973	90	NR	100100
Sweet Sweetback's Baad Asssss Song	1971	97	NR	000100
Sweet Talker	1991	86	NR	001000
Sweet Thing	2000	115	R	000100
Sweet William	1980	92	NR	000100
Sweet Young Foxes	1983	86	NR	000000
Sweet and Hot	1958	17	NR	001000
Sweet and Low-Down	1944	76	NR	000000
Sweet and Lowdown	1999	95	PG-13	001100
Sweetener	2002	20	NR	000000
Sweeter Song, A	1976	91	NR	000000
Sweetest Sound, The	2001	60	NR	000010
Sweetest Thing, The	2002	90	R	001001
Sweetheart	2003	13	NR	000000
Sweetheart of Sigma Chi	1933	77	NR	000100
Sweetheart of the Campus	1941	70	NR	000001
Sweethearts	1938	114	NR	000000
Sweethearts	1996	83	R	001100
Sweetie	1929	95	NR	000000
Sweetie	1989	97	NR	000100
Sweetnightgoodheart	2001	9	NR	000000
Sweetwater	1988	115	NR	000100
Swept Away	2002	89	R	001001
Swept from the Sea	1997	115	PG-13	000101
Swerve	1995	12	NR	000000
Swiateczna przygoda	2000	90	NR	001000
Swidge, The	2004	7	NR	001000
Swim Team	1979	75	NR	000000
Swimfan	2002	85	PG-13	000100
Swimmer Take All	1952	7	NR	011000
Swimmer, The	1968	95	NR	000100
Swimming	2000	90	R	000100
Swimming Pool	2003	103	R	000100
Swimming Pool - Der Tod feiert mit	2001	89	R	000000
Swimming Upstream	2003	105	PG-13	000100
Swimming to Cambodia	1987	85	NR	000100
Swimming with Sharks	1994	101	R	001100
Swimsuit: The Movie	1997	83	NR	001000
Swing	1999	97	R	001000
Swing Banditry	1936	11	NR	000000
Swing Blade	1997	4	NR	001000
Swing Cat's Jamboree	1938	9	NR	000000
Swing Cleaning	1941	7	NR	010000
Swing Ding Amigo	1966	6	NR	011000
Swing Fever	1943	79	NR	001000
Swing High	1930	95	NR	000100
Swing High	1932	10	NR	000000
Swing High, Swing Low	1937	92	NR	000101
Swing Kids	1993	112	NR	000100
Swing Parade of 1946	1946	74	NR	000000
Swing School, The	1938	7	NR	010000
Swing Shift	1984	100	NR	000100
Swing Shift Cinderella	1945	8	NR	011000
Swing Shift Maisie	1943	87	NR	001000
Swing Time	1936	103	NR	001001
Swing Your Lady	1938	80	NR	001000
Swing it magistern	1940	92	NR	001000
Swing!	1938	69	NR	000100
Swinger, The	1966	81	NR	001000
Swingers	1996	96	R	001100
Swingers	2002	93	NR	000101
Swingers' Serenade	1999	24	NR	000000
Swingin' Along	1961	74	NR	001000
Swingin' Summer, A	1965	80	NR	001000
Swingin' in the Painter's Room	1989	11	NR	000000
Swinging Cheerleaders, The	1974	91	NR	001000
Swingtime in the Movies	1939	20	NR	001000
Swiri	1999	125	R	100001
Swiss Conspiracy, The	1976	90	NR	000100
Swiss Family Robinson	1940	93	NR	000000
Swiss Family Robinson	1960	126	NR	000000
Swiss Miss	1938	72	NR	001000
Swiss Trick, A	1931	7	NR	011000
Switch	1991	103	NR	001000
Switchback	1997	118	R	100000
Switchblade Sisters	1975	91	NR	100100
Switchcraft	1994	9	NR	010000
Switchin' Kitten	1961	9	NR	011000
Switching Channels	1988	105	NR	001000
Swoon	1992	80	NR	000100
Swooner Crooner	1944	7	NR	011000
Sword Fishing	1939	10	NR	000010
Sword and the Rose, The	1953	92	NR	000100
Sword and the Sorcerer, The	1982	100	NR	100000
Sword in the Desert	1949	101	NR	100100
Sword in the Stone, The	1963	79	NR	010000
Sword of Ali Baba, The	1965	81	NR	000000
Sword of Bushido	1989	104	NR	100000
Sword of Monte Cristo, The	1951	80	NR	000000
Sword of Sherwood Forest	1960	80	NR	000000
Sword of the Valiant: The Legend of Sir Gawain and the Green Knight	1984	102	NR	101001
Swordfish	2001	99	R	100000
Swords and Hearts	1911	17	NR	000100
Swordsman, The	1948	80	NR	000000
Swordsman, The	1974	90	NR	000000
Swordsman, The	1993	92	NR	100000
Swordswallowers and Thin Men	2003	105	NR	000000
Sworn Enemy	1936	73	NR	000100
Sworn to Justice	1996	97	R	100100
Syd Barrett's First Trip	1966	11	NR	000000
Sydney	1996	102	R	000100
Sylvester	1985	104	NR	000100
Sylvi	1944	95	NR	000100
Sylvia	1965	115	NR	000100
Sylvia	2003	110	R	000101
Sylvia Scarlett	1935	95	NR	001001
Sylvia, rimembri ancora?	2002	21	NR	000010
Symbiopsychotaxiplasm: Take One	1968	70	NR	000010
Symetria	2003	99	NR	000100
Sympathy for the Devil	1968	99	NR	000010
Symphonie diagonale	1924	5	NR	010000
Symphonie fantastique, La	1942	95	NR	000000
Symphonie pastorale, La	1946	110	NR	000100
Symphonie pour un massacre	1963	115	NR	000100
Symphony Hour	1942	6	NR	011000
Symphony for the Spire	1992	65	NR	000000
Symphony in Black	1935	9	NR	000000
Symphony in Slang	1951	7	NR	011000
Symphony in Spinach	1948	6	NR	011000
Symphony of Silence	2001	107	NR	000100
Symphony of Six Million	1932	94	NR	000100
Symphony of Swing	1939	10	NR	000000
Symposium on Popular Songs, A	1962	17	NR	011000
Symposium: Ladder of Love	1996	72	NR	000010
Symptoms	1974	91	NR	000000
Synanon	1965	105	NR	000100
Synapse	2001	11	NR	000000
Synchromy	1971	7	NR	010000
Syncopation	1942	88	NR	000000
Synergy: Visions of Vibe	1999	56	NR	000010
Syngenor	1990	98	NR	000000
Synoikia to oneiro	1961	95	NR	000100
Synthetic Pleasures	1995	85	NR	000010
Syntipukki	1935	93	NR	001000
Syntipukki	1957	95	NR	001000
Syostry	2001	83	NR	100100
Syrian Bride, The	2004	96	NR	001100
Syrinx	1965	3	NR	010000
Syrup	1993	11	NR	001000
System, The	1964	93	NR	000100
Sytten	1965	87	NR	001000
Syuzhet dlya nebolshogo rasskaza	1969	86	NR	000000
Syzyfowe prace	2000	99	NR	000100
Szabadgyalog	1981	146	NR	000000
Szabla od komendanta	1996	102	NR	000000
Szaffi	1984	76	NR	010000
Szamanka	1996	110	NR	000000
Szamba	1996	100	NR	001100
Szczesliwego Nowego Jorku	1997	95	NR	001100
Szczesliwy czlowiek	2000	84	NR	000000
Szerelem	1971	93	NR	000100
Szerelmem, Elektra	1974	70	NR	000100
Szerelmesfilm	1970	123	NR	000100
Szezon	2004	89	NR	001100
Szpital	1976	22	NR	000010
Szpital przemienienia	1979	90	NR	000000
Sztos	1997	86	NR	001000
Sztracsatella	1996	100	NR	001000
Sztuka spadania	2004	5	NR	011000
Szuler	1992	130	NR	000100
Szwadron	1993	100	NR	000000
Szyfry	1966	80	NR	000000
T for Terrorist	2003	28	NR	000000
T' Aves Bachtalo	1994	65	NR	000010
T'Choupi	2004	70	NR	010000
T'aime	2000	90	NR	000100
T'es belle Jeanne	1990	82	NR	000000
T,O,U,C,H,I,N,G	1969	12	NR	000000
T-Bird Gang	1959	65	NR	000100
T-Bone for Two	1942	7	NR	011000
T-Force	1995	105	NR	100000
T-Men	1947	92	NR	000100
T-Rex: Back to the Cretaceous	1998	45	NR	000000
T. Sventon och fallet Isabella	1991	80	NR	000000
T.A.M.I. Show, The	1965	123	NR	000010
T.N.T. Jackson	1975	72	NR	100100
T.R. Baskin	1971	90	NR	000100
T.R.A.N.S.I.T.	1997	12	NR	010100
T.V. of Tomorrow	1953	7	NR	011000
T2 3-D: Battle Across Time	1996	12	NR	100000
TC 2000	1993	91	NR	100000
TGV	1998	90	NR	001000
THX 1138	1971	88	R	000100
TR's Arrival in Africa	1909	1	NR	011000
Ta Dona	1991	100	NR	000100
Ta divna Splitska noc	2004	100	NR	000100
Ta' Pelle med	1952	88	NR	000000
Ta' det som en mand, frue!	1975	96	NR	000000
Ta', hvad du vil ha'	1947	100	NR	000000
Ta'm e guilass	1997	95	NR	000100
Taal	1999	179	NR	000001
Taarzan: The Wonder Car	2004	163	NR	101100
Taas tapaamme Suomisen perheen	1959	99	NR	000000
Tabarka	1996	95	NR	000100
Tabasco Kid, The	1932	21	NR	001000
Taber!	1998	42	NR	000000
Tabi no omosa	1972	90	NR	000000
Tabiate bijan	1974	93	NR	000100
Table One	2000	90	R	001000
Table for Five	1983	122	NR	000100
Table for One, A	1999	96	R	000000
Table tournante, La	1988	80	NR	010000
Tableau ferraille	1998	92	NR	000000
Tableau noir, Le	1989	73	NR	000000
Tabloid	2001	112	NR	000000
Taboo	1980	86	NR	000100
Taboo American Style 2: The Story Continues	1985	68	NR	000000
Taboo II	1982	97	NR	000100
Taboo III	1984	95	NR	000100
Taboo IV: The Younger Generation	1985	105	NR	000100
Tabor ukhodit v nebo	1975	99	NR	000101
Tabous - Zohre & Manouchehr	2004	70	NR	000110
Tabu	1931	84	NR	000101
Tabu	1982	79	NR	001000
Tabu	1988	105	NR	000000
Tabutta Rovasata	1996	76	NR	000000
Tach Herr Dokter - Der Heinz Becker Film	1999	90	NR	001000
Tackle Box	2004	10	NR	000100
Tackle Happy	2000	75	NR	000010
Tacklebox	1999	23	NR	000000
Tacones lejanos	1991	112	NR	000100
Tacos altos	1985	87	NR	000100
Tactical Assault	1998	92	R	100000
Tadon to chikuwa	1998	102	NR	000000
Tadpole	2002	78	PG-13	001101
Taebek sanmaek	1994	168	NR	000000
Taegukgi hwinalrimyeo	2004	140	R	100100
Taekoesu Yonggary	1967	74	NR	000000
Taekwondo	1998	92	NR	000101
Taeyangeun eobda	1998	108	NR	000100
Tafelspitz	1994	99	NR	000000
Taffin	1988	96	NR	100000
Taffy Was Born	2004	114	NR	000100
Tag	1999	8	NR	000000
Tag der Befreiung, Der	2003	15	NR	000100
Tag der Freiheit - Unsere Wehrmacht	1935	30	NR	000010
Tag der Idioten, Der	1982	110	NR	000100
Tag det som en mand	1941	99	NR	000000
Tag ditt liv	1995	82	NR	000000
Tag, der nie zu Ende geht, Ein	1959	99	NR	000100
Tag: The Assassination Game	1982	90	NR	100000
Tagebuch einer Verliebten	1953	93	NR	001000
Tagebuch einer Verlorenen, Das	1929	79	NR	000100
Taggart	1964	65	NR	000000
Tahiti	2003	100	NR	000100
Tai ji zhang san feng	1993	96	R	100000
Tai quan zhen jiu zhou	1973	95	NR	100100
Tai yang zhi zi	1990	84	NR	100000
Tai-Pan	1986	127	NR	000000
Taif Al-Madina	2000	105	NR	000100
Taiga	1992	501	NR	000010
Taiga no itteki	2001	113	NR	000000
Taiheiyo hitori-botchi	1963	104	NR	000000
Taiheiyo no tsubasa	1963	101	NR	100100
Tail Lights Fade	1999	87	R	101100
Tail Spin	1939	84	NR	000100
Tail Sting	2001	97	R	100000
Tailor of Panama, The	2001	109	R	001100
Tailspin Tommy	1934	248	NR	100100
Tailspin Tommy in The Great Air Mystery	1935	236	NR	100000
Tainstvennyy ostrov	1941	75	NR	000000
Taipin tienguo	1996	118	NR	001000
Tais-toi quand tu parles!	1981	89	NR	001000
Tais-toi!	2003	85	NR	001000
Taivasmatka	2001	19	NR	000100
Taiyo no hakaba	1960	87	NR	000100
Taiyo no oji: Horusu no daiboken	1968	82	NR	110100
Taiyo o nusunda otoko	1979	147	NR	000000
Tajna Nikole Tesle	1980	115	NR	000100
Tajna manastirske rakije	1988	89	NR	001000
Tajna porodicnog blaga	2000	92	NR	001000
Tajvanska kanasta	1985	101	NR	001100
Tak for Alt: Survival of a Human Spirit	1999	61	NR	000010
Tak zhit nelzya	1990	115	NR	000010
Tak, tak	1992	94	NR	000000
Take Away	2003	88	NR	001000
Take Care of My Little Girl	1951	93	NR	000100
Take Down	1979	107	NR	000100
Take Her, She's Mine	1963	98	NR	001000
Take It Back	2004	10	NR	000100
Take It Easy	1986	103	NR	000100
Take It Easy	1999	32	NR	000000
Take It Out in Trade	1970	80	NR	001000
Take It or Leave It	1981	85	NR	001010
Take Me Naked	1966	70	NR	000000
Take Me Out to the Ball Game	1949	93	NR	001000
Take Me Somewhere Nice	2004	17	NR	000100
Take Me to Town	1953	81	NR	001000
Take My Life	1947	79	NR	000100
Take Off	1978	85	NR	000000
Take One False Step	1949	94	NR	000100
Take Out	2004	91	NR	000100
Take This Job and Shove It	1981	100	NR	001000
Take Two	1988	100	NR	000000
Take a Chance	1933	82	NR	001000
Take a Giant Step	1959	100	NR	000100
Take a Girl Like You	1970	101	NR	001000
Take a Hard Ride	1975	103	NR	000000
Take a Letter, Darling	1942	92	NR	001000
Take the High Ground!	1953	101	NR	001100
Take the Money and Run	1969	85	NR	001000
Take, The	1974	91	NR	100100
Take, The	2004	87	NR	000010
Take-out	2000	37	NR	000000
Takedown	1995	93	NR	000000
Takedown	2000	96	R	100000
Taken Away	2002	17	NR	000000
Taken for a Ride	1996	52	NR	000010
Takers, The	1971	81	NR	000100
Taketori monogatari	1987	121	NR	000100
Taki no shiraito	1933	95	NR	000100
Takilleitor	1997	65	NR	000000
Takin' It All Off	1987	91	NR	001000
Takin' It Back to the Streets	1998	135	NR	101000
Taking Care of Business	1990	107	NR	001000
Taking Liberty	1993	96	NR	000100
Taking Lives	2004	109	R	000100
Taking Off	1971	93	NR	001100
Taking Sides	2001	142	NR	000100
Taking Tiger Mountain	1983	81	NR	000000
Taking of Beverly Hills, The	1991	96	NR	100000
Taking of Christina, The	1976	90	NR	000000
Taking of Pelham One Two Three, The	1974	104	NR	000000
Taking the Wheel	2002	10	NR	001000
Taking, The	2004	12	NR	000000
Tako se kalio celik	1988	101	NR	000000
Taksi	1990	90	NR	000100
Taksi-Blyuz	1990	110	NR	000100
Takt og tone i himmelsengen	1972	85	NR	001000
Tal der Ahnungslosen	2003	85	NR	000100
Tal der Schatten, Das	1999	93	NR	000000
Talaye sorkh	2003	95	NR	000100
Tale of Five Cities, A	1951	86	NR	000100
Tale of Love, A	1995	108	NR	000000
Tale of Ruby Rose, The	1988	100	NR	000100
Tale of Sweety Barrett, The	1998	95	NR	000100
Tale of Two Cities, A	1917	70	NR	000100
Tale of Two Cities, A	1935	121	NR	000100
Tale of Two Cities, A	1958	117	NR	000100
Tale of Two Kitties, A	1942	7	NR	011000
Tale of Two Mice, A	1945	7	NR	011000
Tale of Two Sisters	1989	89	R	000100
Tale of Two Sisters, A	2004	15	R	000100
Tale of a Tiger	1984	80	NR	000000
Tale of a Trotter	1956	8	NR	000010
Tale of a Vampire	1992	93	NR	000101
Tale of the Floating World, The	2001	24	NR	010100
Tale of the Mummy	1998	119	R	000000
Tale of the Navajos	1949	52	NR	000000
Tale of the Rat That Wrote, The	1999	14	NR	000000
Tale of the Three Lost Jewels, The	1994	107	NR	000100
Tale of the Vienna Woods	1934	8	NR	010000
Talent Given Us, The	2004	98	NR	001100
Talent for Loving, A	1969	110	NR	001000
Talent for the Game	1991	91	NR	000100
Talented Mr. Ripley, The	1999	139	R	000100
Tales From the Vienna Woods	1992	3	NR	010000
Tales That Witness Madness	1973	90	NR	001000
Tales from a Hard City	1995	80	NR	001010
Tales from the Crypt	1972	97	NR	000000
Tales from the Darkside: The Movie	1990	93	NR	000000
Tales from the Gimli Hospital	1988	72	NR	000000
Tales from the Hood	1995	98	R	100000
Tales of Beatrix Potter	1971	90	NR	000000
Tales of Hoffmann, The	1951	128	NR	000001
Tales of Manhattan	1942	127	NR	001100
Tales of Terror	1962	89	NR	001000
Tales of an Island	2000	76	NR	001100
Tales of the Bronx	1970	22	NR	000000
Talgo	1983	100	NR	000000
Talisman	1998	72	R	000000
Talk	1994	87	NR	001100
Talk 16	1991	114	NR	000010
Talk About a Stranger	1952	65	NR	000100
Talk Dirty to Me	1980	78	NR	001000
Talk Dirty to Me, Part II	1982	80	NR	001000
Talk Dirty to Me, Part III	1984	90	NR	001000
Talk Radio	1988	110	NR	000100
Talk of Angels	1998	96	PG-13	000100
Talk of a Million	1951	73	NR	001000
Talk of the Town, The	1942	118	NR	001101
Talk to Taka	2000	12	NR	001001
Talk with Hitchcock, A	1964	52	NR	000010
Talkin' Dirty After Dark	1991	89	NR	001000
Talking Cock the Movie	2002	90	NR	001000
Talking Dessert	1997	28	NR	000000
Talking Head	1992	105	NR	000000
Talking Magpies, The	1946	6	NR	010000
Talking Walls	1987	85	NR	000100
Talking to Strangers	1988	90	NR	000000
Talking with Angels	2003	18	NR	000100
Tall Guy, The	1989	92	NR	001001
Tall Man Riding	1955	83	NR	000000
Tall Men, The	1955	122	NR	000000
Tall Story	1960	91	NR	001000
Tall Stranger, The	1957	81	NR	000000
Tall T, The	1957	78	NR	000000
Tall Tale	1995	98	NR	000000
Tall Target, The	1951	78	NR	000100
Tall Texan, The	1953	84	NR	000000
Tall Timbers	1940	89	NR	000000
Tall in the Saddle	1944	87	NR	000001
Tall in the Trap	1962	8	NR	011000
Tall, Dark and Handsome	1941	78	NR	001000
Tall, Tan, and Terrific	1946	40	NR	000000
Talmen	2002	11	NR	000100
Talvisota	1989	195	NR	000100
Tam Lin	1970	106	NR	000000
Tam i z powrotem	2002	102	NR	100100
Tam, na nevedomykh dorozhkakh...	1982	69	NR	000000
Tama, To	2000	153	NR	001100
Tamago	2004	32	NR	000100
Tamahine	1963	95	NR	001000
Tamaiti, O	1996	15	NR	000000
Tamala 2010	2002	92	NR	010100
Tamango	1957	98	NR	000100
Tamara	2004	75	NR	000100
Tamarind Seed, The	1974	119	NR	000101
Tamaro	1999	85	NR	000010
Taming Power of the Small, The	1995	30	NR	000000
Taming of Rebecca, The	1982	76	NR	000000
Taming of the Shrew, The	1908	17	NR	001000
Taming of the Shrew, The	1929	63	NR	001000
Taming of the Shrew, The	1967	122	NR	001100
Taming of the West, The	1939	55	NR	000000
Tammy Tell Me True	1961	97	NR	001000
Tammy and the Bachelor	1957	89	NR	000001
Tammy and the Doctor	1963	88	NR	001000
Tammy and the Millionaire	1967	87	NR	001000
Tammy and the T-Rex	1994	82	NR	001000
Tamna je noc	1995	110	NR	000100
Tamo i natrag	1978	93	NR	000100
Tamozhnya	1982	78	NR	000000
Tampico	1944	75	NR	000100
Tampopo	1985	114	NR	001000
Tan de repente	2002	92	NR	001100
Tanase Scatiu	1976	115	NR	000100
Tancul	2003	67	NR	001000
Tandem	1987	86	NR	001000
Tandem	1994	60	NR	000000
Tandil Forever	2003	74	NR	000010
Tang ren jie xiao zi	1977	115	NR	100000
Tang shan da xiong	1971	115	NR	100100
Tanganyika	1954	81	NR	100100
Tangents	1994	89	NR	000000
Tangier	1946	74	NR	000100
Tangier Cop	1997	96	NR	000000
Tangiers	1982	96	NR	100000
Tangled	2001	86	R	000000
Tangled Destinies	1932	56	NR	000000
Tangna	1973	88	NR	000100
Tango	1981	8	NR	010000
Tango	1993	88	NR	001000
Tango & Cash	1989	104	NR	101000
Tango Bar	1988	90	NR	000100
Tango Bayle nuestro	1988	70	NR	000010
Tango Jalousie	1996	5	NR	010000
Tango Kabaree	2001	95	NR	001100
Tango Lesson, The	1997	100	PG	000101
Tango Tangles	1914	12	NR	001000
Tango argentino	1992	91	NR	000100
Tango des Rashevski, Le	2003	100	NR	000001
Tango feroz: la leyenda de Tanguito	1993	124	NR	000100
Tango je tuzna misao koja se plese	1997	90	NR	000100
Tango, no me dejes nunca	1998	126	PG-13	000100
Tangos, l'exil de Gardel	1985	119	NR	000100
Tangsir	1974	112	NR	000100
Tanguy	2001	109	NR	001100
Tani tatuwen piyabanna	2002	81	NR	000100
Tanin no kao	1966	124	NR	000100
Tank	1984	110	NR	101100
Tank 'Klim Voroshilov-2'	1990	99	NR	000100
Tank Battalion	1958	80	NR	000100
Tank Commandos	1959	79	NR	000100
Tank Girl	1995	104	R	101000
Tank Malling	1989	96	NR	000100
TankUp.US	2003	11	NR	000010
Tankovy prapor	1991	83	NR	001000
Tanks Are Coming, The	1941	20	NR	000100
Tanks Are Coming, The	1951	90	NR	100100
Tanks a Million	1941	50	NR	001000
